node_id,ars_id,name,lat,lng,stop_type,in_seoul,toward
102900040,03592,용암경로당입구,37.5410985,126.9869602,마을버스,1,한신아파트
102900039,03593,한신아파트,37.5389881,126.9865577,마을버스,1,녹사평역.용산구청
102900089,03594,갑을빌딩,37.5490959,126.9720388,마을버스,1,동자경로당
102900091,03595,리버힐삼성아파트후문,37.5349462,126.9487208,마을버스,1,청암대
102900038,03596,만리시장입구,37.5515678,126.9630413,마을버스,1,배문중고등학교
102900037,03597,배문중고등학교,37.5503749,126.9636168,마을버스,1,청파초등학교
102900036,03598,청파초등학교,37.5485835,126.9633755,마을버스,1,효창공원후문.용산데시앙포레
102000263,03648,동부이촌동,37.5201393,126.972673,일반차로,1,강촌APT
102000262,03649,강촌APT,37.5191,126.9761942,일반차로,1,이촌현대아파트.금강병원
102000272,03680,남산그랜드하얏트호텔,37.539826,126.9973679,일반차로,1,버티고개역.남산타운아파트
102900062,03688,청파초등학교,37.54847,126.9635057,마을버스,1,배문중고교
102900061,03699,배문중고교,37.5503813,126.9637289,마을버스,1,만리시장입구
102900060,03700,만리시장입구,37.551776,126.9631453,마을버스,1,손기정체육공원
102900090,03709,청암자이아파트,37.5348672,126.9485683,마을버스,1,원효2동주민센터
